item_id,name,star,cost,taste,environment,service,review_count,item_type,location,lng,lat
10536690,三和大众冒菜,3.0,0.0,6.9,6.9,6.9,1 条点评,快餐简餐 , 开元场 开元路15-1号,104.7672647528099,31.474489611960973
10536695,申家老店串串,3.0,0.0,7.6,7.2,7.6,4 条点评,小吃面食 , 东方红大桥 成绵路1巷18-1号,104.7548618056813,31.472359790887413
10536696,阿里郎无烟烧烤,3.0,0.0,7.2,6.8,6.7,18 条点评,烧烤 , 开元场 绿水巷49对面,104.76403533372184,31.473877428111873
10536697,茶甜甜,3.0,0.0,7.1,6.9,7.1,3 条点评,面包甜点 , 步行街 新世界百货1楼,104.74890497549178,31.470256903819624
10536701,金诺瑞(涪城店) 分店,4.0,0.0,8.4,8.4,8.5,40 条点评,面包甜点 , 铁牛广场 涪城路99号,104.75730999974165,31.47075490545032
10536720,蜀香苑,3.0,0.0,6.4,6.4,6.4,2 条点评,川菜 , 西科大 青义路,121.52972465401899,32.0112081697474
10536724,馄饨大王,3.0,0.0,6.8,6.8,6.8,1 条点评,小吃面食 , 新世界百货 富乐路5-16号,104.75009915319266,31.471923316230733
10536736,柴米油盐,3.0,0.0,7.2,7.2,7.2,1 条点评,湘菜 , 桃园路 涪华路23号,104.74089681632805,31.470597173069446
10536739,一点味犹可涮吧(绵阳新世界店),3.0,0.0,7.2,7.6,7.4,52 条点评,火锅 , 新世界百货 临园路东段72号新世界百货5楼,104.74890497549178,31.470256903819624
10536750,眼哥面馆,3.0,0.0,6.8,6.7,6.8,3 条点评,小吃面食 , 新世界百货 富乐路7-5号,104.75011666296366,31.47147155455698
10536759,怪味抄手,3.0,0.0,7.3,6.9,6.9,2 条点评,小吃面食 , 新世界百货 成绵路3-5号,104.75145939703995,31.473109533689627
10536766,幸福滋味,3.0,0.0,7.0,7.0,7.0,1 条点评,面包甜点 , 凯德广场 剑门路东段13号,104.74305682067258,31.471751481004347
10536768,南山大盘鸡,3.0,0.0,7.8,7.7,7.6,7 条点评,新疆菜 , 南山 南塔路1段,130.28176460827774,47.29882093826236
10536775,星期八,3.0,0.0,7.2,7.2,7.2,3 条点评,烧烤 , 南湖 六一堂路669号,120.84453542647287,30.71635792123517
10536779,百味鲜,3.0,0.0,7.0,7.0,7.0,1 条点评,江浙菜 , 南湖 六一堂路669-7号,120.84453542647287,30.71635792123517
10536785,滋味面馆,3.0,0.0,7.5,7.4,7.5,2 条点评,小吃面食 , 南湖 南湖街,120.84453542647287,30.71635792123517
10536787,爱达乐(汉城店) 分店,4.0,0.0,8.4,8.4,8.5,78 条点评,面包甜点 , 沿江路 汉城社区居委会综合楼,104.15089724834418,30.811499173447103
10536793,弯弯肥肠馆,3.0,0.0,7.5,6.8,6.7,5 条点评,川菜 , 南湖 南湖街,120.84453542647287,30.71635792123517
10536812,野火烧烤庄,3.0,0.0,6.8,6.9,6.8,2 条点评,烧烤 , 南河 体运村路80-7号,104.76691479723743,31.455786812411784
10536817,老巷子马家巷鲜兔火锅,3.0,0.0,7.1,7.0,7.0,3 条点评,火锅 , 南河 文昌街5-7号,110.6379786023976,36.761526002638476
10536838,朋朋中江面,3.0,0.0,7.4,6.9,7.1,3 条点评,小吃面食 , 马家巷 孙家巷4-18号,104.76168304798122,31.46274890257016
10536845,三木食神涮烤烤鱼,3.0,0.0,6.5,6.6,6.7,2 条点评,川菜 , 南河 体运村路18-2号,104.76246689858957,31.45592024639748
